"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,k_percent,bb_percent,xba,xslg,woba,xwoba,solidcontact_percent,poorlyweak_percent,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_st_formatted,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z,st_avg_break,st_range_speed,n_sv_formatted,sv_avg_speed,sv_avg_spin,sv_avg_break_x,sv_avg_break_z,sv_avg_break,sv_range_speed,n_fo_formatted,fo_avg_speed,fo_avg_spin,fo_avg_break_x,fo_avg_break_z,fo_avg_break,fo_range_speed,n_sc_formatted,sc_avg_speed,sc_avg_spin,sc_avg_break_x,sc_avg_break_z,sc_avg_break,sc_range_speed
"Sewald, Paul",623149,2023,33,65,60.2,249,32.1,9.6,0.189,0.31,0.281,0.258,4.2,8.3,29.9,29.3,49.8,32.6,37.5,19.4,10.4,R,1037,57.2,92.2,2514,-10.5,-18.6,17.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,83.8,2474,11.1,-29.9,14.7,1.2,,,,,,,,,,,,,,,,,,,,,
"Pérez, Martín",527048,2023,32,35,141.2,608,15.3,8.1,0.272,0.447,0.335,0.338,4.8,4.5,37.2,17.2,45.3,46.1,25.3,22.9,5.6,L,2223,4,91.8,2022,11.1,-17.5,18.7,1.4,1,83.4,2310,-3.5,-32.9,7.8,1.4,26.5,84.1,1680,14.7,-30.2,17.1,1.2,3.7,79.1,2443,-3.7,-48.4,6.4,1.4,42.8,91.6,1964,16.4,-22.9,19.2,1.3,22.1,89.2,2179,2.5,-21.7,13.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beeks, Jalen",656222,2023,29,30,42.1,192,24.5,10.9,0.215,0.33,0.317,0.294,6.5,3.3,35,31,46.4,45.5,26,24.4,4.1,L,731,43.5,94.3,2061,5.9,-15,17,1.1,1.5,81.8,2307,-2.2,-44.3,4.3,1.4,44.3,89.6,1924,17.3,-26.5,19.1,1.2,,,,,,,,,,,,,,,10.7,85.7,2272,-2.5,-32.3,6.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bido, Osvaldo",674370,2023,27,16,50.2,236,20.3,8.9,0.275,0.38,0.326,0.332,5,2.5,37.1,22.7,45,35.8,22.6,31.4,10.1,R,940,28,94.7,2385,-9.2,-14.6,18.5,1.5,35.3,84.5,2158,7.6,-35.7,8.8,1.6,9.9,89.1,2113,-15.9,-24.5,18.9,1.5,,,,,,,,23.4,94.6,2203,-15.4,-20.3,18.6,1.4,3.4,85.7,2126,1.4,-29.9,7.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scherzer, Max",453286,2023,38,27,152.2,621,28,7.2,0.207,0.375,0.298,0.281,7.8,5,36.9,28.6,51,33.7,32.7,22.9,10.8,R,2465,46.3,93.7,2360,-10.8,-15.5,19.3,1.1,16.8,84,2300,3.4,-37.2,4.3,1.3,14.1,83.8,1365,-14.4,-36.1,14.9,1.2,12.4,75.4,2718,14.8,-58.1,17.7,1.2,,,,,,,,10.4,88.4,2399,1.5,-27.4,7.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alzolay, Adbert",640470,2023,28,58,64,253,26.5,5.1,0.244,0.372,0.269,0.294,3.6,3,36.9,28.1,51.4,43.5,23.8,26.8,6,R,961,20.8,95.3,2346,-8.8,-13.5,19,1.3,45.1,87.5,2554,6,-32.2,7.2,1.6,0.5,87.9,1665,-12.5,-28.6,14.3,1.4,,,,,,,,19.3,95.3,2208,-14.9,-18.1,19.2,1.3,10,91.1,2412,3.8,-24.6,9.3,1.2,,,,,,,,,,,,,,,4.4,82.6,2603,8.4,-34.5,10.7,1.5,,,,,,,,,,,,,,,,,,,,,
"Leone, Dominic",608678,2023,31,51,54,235,23,11.9,0.249,0.468,0.352,0.35,8.6,3.3,44.4,34.1,50.7,37.1,34.4,24.5,4,R,886,37.2,95.6,2304,-6.4,-14.3,17,1.3,29.9,85.3,2547,5.6,-40.4,6.6,1.5,,,,,,,,,,,,,,,1.2,94.9,2175,-14.7,-19.7,18.6,1.4,31.6,92,2484,2.5,-25.1,7.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lawrence, Justin",664875,2023,28,69,75,326,23.9,11,0.222,0.334,0.303,0.299,8.3,4.9,39,24.1,41.7,48.8,18.5,26.3,6.3,R,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,95.4,2309,-15.3,-30.9,15.5,1.6,,,,,,,,,,,,,,,,,,,,,,48.7,83.8,2975,14.4,-34.3,15.5,1.6,,,,,,,,,,,,,,,,,,,,,
"Kimbrel, Craig",518886,2023,35,71,69,278,33.8,10.1,0.192,0.338,0.269,0.281,8.6,1.3,46.7,33,47.3,34.2,32.2,27.6,5.9,R,1122,67.2,95.8,2357,-10.5,-14.7,18.6,1.2,,,,,,,,,,,,,,,32.8,86.1,2604,10,-45.9,13.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Robert",596112,2023,30,60,52.1,201,38.3,8,0.18,0.353,0.243,0.257,3.7,4.6,32.4,46.3,53.7,34.3,31.5,21.3,13,R,763,23.6,96.8,2394,-11.6,-12.5,20.5,1,24.1,84.8,2992,3.9,-39,4.7,1.5,,,,,,,,0.3,77.2,3002,9.7,-59.1,15.9,1.5,,,,,,,,41.4,88.7,2874,-0.9,-32,3.6,1.5,10.6,88.8,1615,-12.4,-25.6,15.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cortes Jr., Nestor",641482,2023,28,12,63.1,266,25.2,7.5,0.216,0.39,0.323,0.296,8.5,2.3,41.5,24.2,49.4,26.1,36.4,21.6,15.9,L,1068,52.1,91.6,2273,4,-13.3,20,1.5,2,81.8,2495,-6.3,-42.8,7,1.4,2.8,83.4,1404,14.5,-35.1,15.3,1.5,,,,,,,,0.5,89.3,2241,10.9,-21.3,17.2,1.4,28.8,86.6,2400,-4.6,-28.2,9.7,1.9,,,,,,,,,,,,,,,13.9,76.2,2580,-17,-45.6,17.4,2.3,,,,,,,,,,,,,,,,,,,,,
"Bello, Brayan",678394,2023,24,28,157,668,19.8,6.7,0.253,0.411,0.334,0.314,6.4,3.3,44.3,24.4,48.4,56.3,20.4,19.2,4.1,R,2618,20.6,95.5,2083,-10,-17,16.6,1,17.6,85.3,2278,3.7,-42.3,7.5,1.7,23.9,86.2,1771,-16.4,-33.8,16.9,1.4,,,,,,,,36.3,95,1974,-18,-27.9,18.3,1.1,1.6,89.1,2148,-1.2,-30.5,4.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hernández, Jonathan",642546,2023,26,33,31.2,147,23.1,10.2,0.243,0.425,0.348,0.34,4.3,4.3,40.4,30,43.9,53.2,20.2,19.1,7.4,R,553,,,,,,,,43.8,87.3,2467,4.5,-34.6,5.2,1.6,9.8,90,2157,-19.2,-28.9,19.9,1.2,,,,,,,,46.5,97.5,2158,-17.5,-22.3,18.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selby, Colin",681882,2023,25,21,24,114,26.3,13.2,0.27,0.453,0.362,0.356,7.2,5.8,42,29.2,42.3,49.3,20.3,24.6,5.8,R,437,0.2,97.4,2390,-10.1,-14.6,17.3,,36.4,88.4,2645,6.1,-31.1,7.8,1.2,,,,,,,,17.2,82.7,2616,12.1,-55.3,19.3,1.2,46.2,96.6,2227,-14.2,-18,18.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hentges, Sam",656529,2023,26,56,52.1,223,25.1,8.1,0.266,0.384,0.292,0.313,6.7,2,49,27.4,45,57.7,16.1,25.5,0.7,L,852,36,95.6,2104,6.1,-15.9,15.4,1.2,14.7,87.8,2229,-3.3,-32.9,5.1,1.5,,,,,,,,36,79.9,2381,-6.8,-57.5,16,1.4,13.3,95.3,2036,13.2,-19.5,17.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montero, Rafael",606160,2023,32,68,67.1,298,26.5,9.7,0.246,0.425,0.359,0.329,7,6.4,41.7,29.9,49.1,40.6,27.3,26.2,5.9,R,1253,49.1,96.1,2352,-9.1,-14.2,18.1,1,14,88.3,2312,5.3,-30.9,7.7,1.3,22.3,91.5,2057,-16.4,-27.1,17.5,1.1,,,,,,,,14.6,95.5,2217,-16.2,-21.6,18.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Tim",657612,2023,33,48,44.1,202,12.9,6.9,0.277,0.431,0.39,0.342,5.1,4.5,44.2,15,50.1,63.5,18.6,16.7,1.3,L,716,48.2,90.6,2197,17.7,-30.1,18.1,1.4,5.3,83.3,1985,3.7,-36.5,5.6,1.6,,,,,,,,,,,,,,,42,88.6,2090,16.1,-39.6,16.8,1.3,4.5,87.9,1936,9.6,-31.1,11,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Farmer, Buck",571656,2023,32,71,75,309,22.7,9.4,0.221,0.408,0.303,0.311,8.3,5.8,35,30.1,47,33.5,32.5,20.4,13.6,R,1222,43,93.9,2300,-11.4,-16.8,18.3,1.1,33.9,83.1,2755,8.3,-36.7,9.3,1.3,23.1,87.8,1644,-14.5,-34.2,15.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oviedo, Johan",670912,2023,25,32,177.2,781,20.2,10.6,0.249,0.402,0.319,0.329,6.5,6.1,40.2,26,46.5,44.6,23,25,7.2,R,2980,39.2,95.8,2269,-9.8,-19.5,14.3,1.6,36.7,88.2,2469,5.1,-31.7,6.6,1.9,4.1,88.1,1817,-15.4,-27.5,17.3,1.6,14.9,80.9,2388,7.1,-42.6,7.7,1.8,5,95.7,2300,-15.3,-20.9,17.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirby, George",669923,2023,25,31,190.2,757,22.7,2.5,0.262,0.425,0.284,0.305,5.9,2.3,40.9,22.9,54.5,44.6,25.7,22.1,7.5,R,2825,39.4,96.1,2209,-8.3,-14.4,17.4,1.3,19.7,86.3,2335,11,-39.2,11.8,1.6,1.8,86.6,1518,-16,-31.3,17,1.4,11.5,81.8,2343,9.2,-53.9,15.8,1.5,21.6,95.8,2229,-15.8,-19.4,19,1.4,,,,,,,,6.1,84.9,799,-10.3,-37.5,11.1,1.3,0.1,75.1,452,-5.6,-45.6,8.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodford, Jake",663765,2023,26,15,47.2,222,13.1,9.9,0.306,0.53,0.404,0.394,8.9,3,49.4,15.8,41.7,51.2,19.6,25.6,3.6,R,909,6.8,92.4,2189,-5.7,-18.5,14.8,1.6,1,82.9,2494,7.3,-34.3,9,1.4,4.1,86.2,1309,-12.1,-31,13.8,1.6,10.1,76.3,2418,10.9,-61.6,18,1.5,50.2,92,2038,-13.4,-26.1,14.8,1.4,5.6,89.8,2321,0.9,-25.6,8.6,1.6,,,,,,,,,,,,,,,22.2,81.6,2565,12.6,-43.8,13.1,1.4,,,,,,,,,,,,,,,,,,,,,
"Bickford, Phil",641360,2023,27,61,67.1,304,25,12.8,0.241,0.425,0.319,0.335,6.5,5.9,42.2,29.7,48.8,29.2,33.5,23.8,13.5,R,1229,71,93.7,2353,-5.7,-15.4,16.9,1.2,26.9,83.9,2295,6.5,-37.4,7.2,1.6,2,87.5,1462,-4.3,-28.8,8.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vest, Will",676684,2023,28,48,48.1,199,28.1,6.5,0.227,0.355,0.259,0.274,8.5,3.9,45,24.3,47.6,44.2,24.8,26.4,4.7,R,780,51.3,95.3,2136,-9.7,-14.8,18.3,1.1,33.3,86.1,2283,6.6,-38.6,7.5,1.2,12.3,87.3,1611,-15.4,-31.9,16.1,1.2,,,,,,,,3.1,95.1,1981,-16.4,-22,18.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estévez, Carlos",608032,2023,30,63,62.1,281,27.8,11,0.234,0.381,0.32,0.311,10.2,3,44.3,27.5,51.9,31.7,25.7,28.1,14.4,R,1127,66.8,97.1,2179,-8.7,-12.1,19.2,1.3,26.6,88.5,2231,5.5,-32.1,6.6,1.9,6.2,89.5,1566,-11.6,-25,15.1,1.3,0.4,83.2,2274,6.8,-43.8,8.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merryweather, Julian",657240,2023,31,69,72,303,32.3,11.9,0.211,0.349,0.291,0.298,4.2,3.6,40.5,35.1,47.3,41.7,29.8,22,6.5,R,1228,40.9,98.1,2342,-6.3,-11.9,17.8,1.3,49.1,87.1,2348,0.7,-38.8,3.5,1.3,7.5,81.5,1352,-11.4,-31.4,15.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,84.2,2239,12.9,-41.2,13.4,1.5,,,,,,,,,,,,,,,,,,,,,
"VerHagen, Drew",572403,2023,32,60,61,268,22.4,9.7,0.223,0.381,0.314,0.309,5.2,2.9,36.4,30.6,46.4,41,31.8,20.2,6.9,R,1042,27.9,93.4,2299,-2.4,-17,14.6,2,,,,,,,,11.2,88.5,1572,-6.8,-29.5,9.2,1.6,,,,,,,,17.2,92.7,2270,-12.4,-20.7,16.9,1.9,12.6,88.2,2342,5.5,-32.9,7,2.1,,,,,,,,,,,,,,,31.1,81.3,2320,14.7,-43.6,15.1,1.5,,,,,,,,,,,,,,,,,,,,,
"Young, Alex",622065,2023,29,63,53.2,236,21.2,8.5,0.248,0.393,0.324,0.311,6.1,5.5,44.2,30,50.9,49.7,19.4,22.4,8.5,L,877,3.4,91.3,2305,9.8,-18.3,17.6,1.2,,,,,,,,35.9,85.7,1489,12,-35.7,12.2,1.3,24.3,81.5,2355,-8.8,-40.5,9.5,1.3,36.4,90.5,2366,16.8,-26.3,18.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kauffmann, Karl",666154,2023,25,11,35,158,10.1,10.1,0.308,0.528,0.384,0.398,11.5,2.5,49.2,17.2,45,41.8,28.7,27,2.5,R,582,17.5,90.3,2199,-7.4,-20,15.4,1.1,16.8,83.8,2259,4,-36,5.3,1.3,20.1,85,1302,-10,-35.5,10.3,1.1,,,,,,,,34.5,90.1,2146,-13.4,-24.7,16.1,1.1,11,88.2,2208,-0.2,-25.2,9.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Webb, Logan",657277,2023,26,33,216,850,22.8,3.6,0.255,0.395,0.283,0.295,4.2,3.9,46,20.7,47.4,62.7,14.9,20.5,1.9,R,3182,3.7,92.6,1980,-9.8,-21.7,14.2,1.1,,,,,,,,41.6,87.5,1476,-11.3,-40,12.4,1.2,,,,,,,,33.6,92.3,1874,-16,-31.3,16.2,1,,,,,,,,,,,,,,,,,,,,,,21.2,84.3,2559,12.3,-38,12.7,1.2,,,,,,,,,,,,,,,,,,,,,
"Teheran, Julio",527054,2023,32,14,71.2,288,17.4,4.5,0.272,0.471,0.324,0.339,6.8,1.8,42.1,20.2,48.1,40.7,27.1,25.3,6.8,R,1080,9.4,89.2,2291,-8.3,-22.3,14.7,1.4,,,,,,,,11.8,83.4,1508,-16.2,-36.3,16.7,1.7,11.5,77.4,2632,9.4,-45.3,9.8,2.1,38.7,90,2153,-16.1,-32.1,16.3,1.3,28.7,86.4,2277,-3.3,-25.5,11.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brebbia, John",605154,2023,33,40,38.1,161,29.2,8.7,0.212,0.381,0.287,0.28,7,2,44,27.4,47.6,30,41,23,6,R,675,45.8,94.5,2353,-8.1,-12.8,19.8,1.4,53.9,82.8,2626,8.9,-39.4,9.4,1.6,0.3,89.2,2139,-11.2,-19.7,19.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manning, Matt",666159,2023,25,15,78,316,15.8,6.6,0.269,0.502,0.281,0.355,5.9,2.5,43.9,18.8,46.8,38.5,30.5,21.3,9.6,R,1182,47.6,93.4,2136,-3.5,-14.8,17,1.8,,,,,,,,3.6,87.7,1442,-12.8,-28.6,14.7,1.5,17.3,79.5,2245,9.3,-55.1,15.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,81.9,2256,9.9,-32.5,13.3,1.6,,,,,,,,,,,,,,,,,,,,,
"Minter, A.J.",621345,2023,29,70,64.2,260,31.5,8.1,0.218,0.359,0.283,0.282,8.9,6.4,36.3,31.4,50.4,36.3,28,27.4,8.3,L,1062,47.2,95.8,2426,6.5,-13,18,0.8,,,,,,,,13.9,86.6,1637,15.4,-31.3,16.5,1.4,,,,,,,,,,,,,,,38.9,89.4,2558,-5.4,-30.9,6.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snider, Collin",676092,2023,27,20,20.1,95,11.6,13.7,0.28,0.427,0.373,0.353,4.2,4.2,28.2,17.7,40.1,53.5,22.5,18.3,5.6,R,367,10.4,94.8,2484,-7,-22.1,11,1.2,24,84.9,2789,8,-39.7,8.5,1.1,0.3,90.2,2355,-12.9,-34.1,12.9,,,,,,,,,39,95.7,2471,-11.9,-26.3,12.7,1.2,14.2,91.5,2567,1.6,-29,5,2,,,,,,,,,,,,,,,12.3,82.6,2659,15,-37.9,15.4,1.4,,,,,,,,,,,,,,,,,,,,,
"Pepiot, Ryan",686752,2023,25,8,42,159,23.9,3.1,0.225,0.38,0.251,0.279,3.5,8.8,27.4,27.9,50.5,38.1,29.2,21.2,11.5,R,654,50.6,94,2342,-7.8,-13.3,19.4,1,14.7,88.8,2527,6.2,-27.2,9.8,1.6,34.7,86.3,2383,-15,-32,15.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poche, Colin",621363,2023,29,66,60.2,246,24.8,9.8,0.19,0.289,0.258,0.253,4.4,6.3,31.3,29,48.8,36.3,29.4,21.9,12.5,L,927,65,92.5,2249,-1.7,-12,20.2,1.1,35,84.6,2448,-4.1,-33.9,6.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett, Reed",657585,2023,30,11,19.2,87,18.4,8,0.25,0.425,0.347,0.326,4.8,3.2,38.1,28.7,51.3,44.4,20.6,27,7.9,R,347,31.7,96.3,2304,-7.1,-13.6,17.6,1,,,,,,,,,,,,,,,2.6,84.9,2553,4,-45.3,8.5,1.4,13.8,95.9,2224,-16.7,-20.2,19.5,1.1,26.8,90.8,2415,4.2,-27.2,7.6,1.2,14.4,87.5,1587,-10.5,-31.4,11.6,1.1,,,,,,,,10.7,86,2586,12,-36.5,12.3,1.4,,,,,,,,,,,,,,,,,,,,,
"Thompson, Keegan",624522,2023,28,19,28.2,125,20.8,15.2,0.213,0.365,0.282,0.319,13.9,5.1,44.3,26.6,42.6,39.2,31.6,20.3,8.9,R,477,46.8,93.7,2474,-4.2,-13.6,18.2,1.1,0.6,83.5,2716,7.6,-37.2,8.1,1.4,0.4,89.8,1522,-11.9,-28.9,12.9,1.5,15.3,81.9,2693,7,-55,15.7,1.4,0.4,93.5,2373,-7.5,-15.8,16.9,1.4,27.3,89.3,2628,4.7,-28,8,1.2,,,,,,,,,,,,,,,9.2,84.1,2818,11.6,-36.5,12.3,1.3,,,,,,,,,,,,,,,,,,,,,
"Castillo, Luis",622491,2023,30,33,197,802,27.3,7,0.23,0.408,0.289,0.302,7.1,3.4,41.8,30.6,52.1,39.5,27.6,23.9,9,R,3207,44.4,96.3,2287,-12,-16,18.2,1.4,22.1,85.7,2347,1.1,-36.9,2.7,1.4,15.6,88.3,1906,-17.8,-33.7,18,1.4,,,,,,,,17.9,95.9,2098,-18.5,-25,19.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castro, Miguel",612434,2023,28,75,64.2,268,22.4,9.3,0.233,0.38,0.286,0.302,6.1,6.7,28.3,26.9,45.7,44.4,20,27.8,7.8,R,1008,,,,,,,,41.7,83.8,2799,10.5,-37,11.1,1.4,15.9,91.4,1854,-16.8,-30.7,17.1,1.2,,,,,,,,42.5,96.8,2153,-17.5,-24.7,18.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matz, Steven",571927,2023,32,25,105,449,21.8,7.1,0.252,0.381,0.316,0.304,6.3,3.5,38,25.3,47.8,45.9,23.7,24.4,6,L,1866,,,,,,,,1.8,88.9,2131,1.4,-28.3,6.7,1.5,27.4,84.2,2306,13.7,-37.9,13.9,1.4,14.8,78.5,2267,-13.9,-50.1,15.2,1.4,56.1,94.1,2227,14.6,-19.3,18.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hudson, Dakota",641712,2023,28,18,81.1,354,12.7,9.6,0.292,0.482,0.35,0.369,6.7,3.7,45.4,20.2,47.1,51.7,21.2,24.5,2.6,R,1317,22.2,91.1,2167,-3.1,-23.4,10.3,1.4,32.1,85.1,2545,1.3,-36.4,2.9,1.4,2.4,84.4,1656,-13,-33.3,14.1,1.6,5.5,81.4,2450,8.1,-45.5,9.5,1.3,37.7,91.6,2070,-12.5,-25.4,14.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sborz, Josh",622250,2023,29,44,52.1,215,30.7,7.9,0.216,0.366,0.291,0.284,5.4,2.3,40.8,36.9,47.1,46.9,23.8,21.5,7.7,R,834,36.2,96.9,2316,-6,-10.7,19.6,1,38,88.6,2113,0.9,-33,2.5,1.1,,,,,,,,25.8,85.2,2241,11.7,-49.3,16.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vines, Darius",670241,2023,25,5,20.1,84,16.7,8.3,0.221,0.416,0.294,0.309,4.8,1.6,30.6,25,48.1,40.3,32.3,17.7,9.7,R,308,33.1,89.8,2157,-5.6,-17.1,17.8,1.3,8.4,80.6,2337,1,-38.7,3.8,1.3,24.7,81.1,1480,-10.7,-32.9,13.8,1.3,,,,,,,,,,,,,,,33.8,85.3,2330,1,-27.9,9.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Mason",666168,2023,25,51,54,240,18.3,9.2,0.258,0.398,0.345,0.33,7.1,7.1,35.9,21.6,43.9,50.6,21.2,21.8,6.5,R,895,6,94.6,2239,-8,-14.9,17.7,1.1,28.5,84.7,2278,4.4,-38.7,4.8,1.3,0.2,86.3,1851,-18.1,-31.2,19,1.5,8.4,80.5,2398,12,-54.4,17,1.7,56.9,94.7,2246,-17,-22.6,19,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phillips, Connor",683175,2023,22,5,20.2,96,27.1,13.5,0.223,0.412,0.329,0.331,5.4,5.4,41.1,23,42.3,33.9,39.3,17.9,8.9,R,381,63.3,96.4,2459,-5.8,-11.7,18.7,1.1,,,,,,,,1.3,91.2,1806,-14,-22.1,17.8,1.5,10,82.2,2194,4,-52.1,12.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,84.4,2396,12.5,-35.1,13.3,1.2,,,,,,,,,,,,,,,,,,,,,
"Leclerc, José",600917,2023,29,57,57,233,28.8,12,0.186,0.333,0.261,0.276,6.6,2.9,32.4,35.4,48,28.7,35.3,19.9,16.2,R,977,35.1,95.1,2544,-3.1,-12.2,18.5,1.4,31.6,82.8,2495,7.2,-34.1,10,1.7,13.3,88.3,2070,-13,-22.7,18.1,1.4,,,,,,,,4,95.2,2379,-13.1,-16.2,19.6,1.3,16,90.2,2614,4.7,-27.1,8.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beck, Tristan",663941,2023,27,33,85,354,19.2,5.9,0.245,0.396,0.298,0.298,4.9,3,35.7,23.6,49.2,41.8,28.9,22.1,7.2,R,1298,36.7,94.7,2104,-8.4,-14.1,18.6,1.5,33.1,87.7,2437,5.7,-31.6,7.7,1.9,0.4,86.6,1589,-14.7,-28.2,17.3,1.5,7.9,79.2,2325,8.5,-59.5,17.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,82.2,2617,16.8,-42.5,17.2,1.8,,,,,,,,,,,,,,,,,,,,,
"Devenski, Chris",606965,2023,32,38,42.1,173,24.3,6.4,0.254,0.457,0.283,0.328,3.4,4.2,42.9,29,48.2,41.2,31.9,21,5.9,R,680,29.1,94,2257,-10,-14.7,19.2,1.2,12.5,81.8,2238,5.4,-40.9,6.4,1.6,51.5,83.3,1621,-15.8,-33.8,16.9,1.2,0.1,77.5,2209,7.9,-51.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,79.1,2246,13,-44.6,13.3,1.4,,,,,,,,,,,,,,,,,,,,,
"Wood, Alex",622072,2023,32,29,97.2,429,17.2,9.8,0.257,0.41,0.335,0.331,6.6,4.6,37.4,21.7,45.8,45.9,27.2,21.6,5.2,L,1708,,,,,,,,26.1,82.4,2025,-6.8,-43.4,7.8,1.2,29.3,85.2,1701,14.9,-38,15.1,1,,,,,,,,44.6,91.5,1980,16.4,-22.7,19.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
